link_id,from_id,to_id,is_connector,funcclass,lanes,speed,length
20656:372758;2:456965,20656:372758,2:456965,f,7,,30,120.811222673777
20656:2830938;2:456865,20656:2830938,2:456865,f,7,,40,10.6588046234845
12734:214747;2:3708837,12734:214747,2:3708837,f,5,2,50,976.756465167154
20656:2850088;2:3709343,20656:2850088,2:3709343,f,7,,50,126.686454613717
2:450819;20656:2824185,2:450819,20656:2824185,f,7,,30,77.0747937682662
20656:2898178;2:455258,20656:2898178,2:455258,f,4,2,40,156.499990521233
2:444759;2:444481,2:444759,2:444481,f,7,,70,626.704598670778
19328:980;19328:978,19328:980,19328:978,f,7,,30,13.97754541126
16671:19552;16671:19540,16671:19552,16671:19540,f,0,2,90,43.8702116361672
2:445879;2:445741,2:445879,2:445741,f,3,2,90,673.246557106717
2:439982;2:439901,2:439982,2:439901,f,3,2,90,210.53926244036
2:438903;11177:1843,2:438903,11177:1843,f,7,,70,214.813446760904
22846:803;2:450101,22846:803,2:450101,f,7,,30,246.419759097065
2:3709597;2480C1130,2:3709597,2480C1130,t,7,,30,100
2:458522;16594:17383,2:458522,16594:17383,f,0,2,90,275.592202255584
2:441359;2:441370,2:441359,2:441370,f,7,,70,143.719161330562
2:450184;1:210103700,2:450184,1:210103700,f,3,2,60,36.7603232967043
2:453438;11178:7500,2:453438,11178:7500,f,4,2,70,39.3154213113565
2:455295;11158:99488,2:455295,11158:99488,f,7,,30,145.096717332608
2:447781;1:210102400,2:447781,1:210102400,f,5,2,70,1003.86250593469
12726:148594;12725:25591,12726:148594,12725:25591,f,7,,40,12.6475869574671
15590:3428;15590:3400,15590:3428,15590:3400,f,7,,40,189.425309987252
20656:2876809;20656:2876803,20656:2876809,20656:2876803,f,7,,50,159.552158682122
2:456735;2:456738,2:456735,2:456738,f,7,,30,81.279854115488
20656:2828026;2:459941,20656:2828026,2:459941,f,7,,30,8.54718070490839
2:461223;2:461251,2:461223,2:461251,f,7,,30,19.2953396445435
11178:5968;11178:5970,11178:5968,11178:5970,f,7,,30,72.3040702484296
1:200403500;2:456021,1:200403500,2:456021,f,4,2,80,507.3963098594
2:3708682;2:453648,2:3708682,2:453648,f,7,,40,23.8269307538576
10027:775219;20656:4404069,10027:775219,20656:4404069,f,7,,30,90.4214781395011
2:455268;20656:2883400,2:455268,20656:2883400,f,7,,30,54.6453491207701
20656:2836962;2:3709577,20656:2836962,2:3709577,f,7,,30,93.6855665422579
2:454171;20656:2890034,2:454171,20656:2890034,f,7,,30,28.4059867809549
11178:10157;1:210201200,11178:10157,1:210201200,f,5,2,50,157.35250885942
2:454563;11178:9990,2:454563,11178:9990,f,7,,30,31.7280874387844
2:455394;2:455363,2:455394,2:455363,f,7,,30,137.226324317928
20656:2824980;2:462455,20656:2824980,2:462455,f,7,,30,183.243512224062
2:3709355;20656:2867252,2:3709355,20656:2867252,f,7,,30,89.6076626797311
2:3709599;2:456178,2:3709599,2:456178,f,7,,30,77.1315263459949
2:3710285;2:3710317,2:3710285,2:3710317,f,5,2,50,226.969836034043
2:454878;20656:2867284,2:454878,20656:2867284,f,7,,30,58.6643337130824
11178:2790;11178:2781,11178:2790,11178:2781,f,7,,50,86.8762410153774
2:3709365;2:455938,2:3709365,2:455938,f,7,,30,89.1679767910226
1:200303600;11178:8278,1:200303600,11178:8278,f,4,2,80,83.0172906526963
20656:2874810;11178:7070,20656:2874810,11178:7070,f,7,,30,104.550787797634
2:3708518;11178:6968,2:3708518,11178:6968,f,7,,50,146.480247065896
20656:2868134;2:454908,20656:2868134,2:454908,f,7,,30,185.376715366484
2:3710933;2:459697,2:3710933,2:459697,f,7,,30,113.291696609402
2:3710897;2:459676,2:3710897,2:459676,f,7,,30,170.336681738738
20656:2890034;2:455180,20656:2890034,2:455180,f,7,,30,231.475472739187
1:200304716;10082:95464,1:200304716,10082:95464,f,3,2,60,17.2362107784113
2:456078;20656:2836360,2:456078,20656:2836360,f,7,,30,8.50191666613769
16585:28708;16585:28696,16585:28708,16585:28696,f,7,,40,59.6443287672257
12724:306737;2:458112,12724:306737,2:458112,f,4,2,70,203.552847581808
2:455265;2:455233,2:455265,2:455233,f,7,,40,50.9365066430603
12732:25641;10016:319982,12732:25641,10016:319982,f,7,,30,15.5004734868746
2:3711030;20656:2866488,2:3711030,20656:2866488,f,7,,30,19.407322298562
2:463385;1:209203100,2:463385,1:209203100,f,4,2,50,189.350531077298
2:439718;10027:792844,2:439718,10027:792844,f,3,2,90,86.8990884652243
2:3709544;20656:2836472,2:3709544,20656:2836472,f,7,,40,9.95760342674997
2:455179;2:455038,2:455179,2:455038,f,7,,30,182.992998396166
16585:29027;20656:2837884,16585:29027,20656:2837884,f,7,,30,15.601546910239
2:462822;16587:25081,2:462822,16587:25081,f,7,,50,295.147226658564
20656:376370;20656:376372,20656:376370,20656:376372,f,7,,40,38.1035079804934
2:452568;2:3708198,2:452568,2:3708198,f,4,2,70,33.6678133831843
2:456796;15612:3,2:456796,15612:3,f,7,,30,36.7252859621003
2:3709137;11158:99395,2:3709137,11158:99395,f,5,,50,158.532272402931
2:3708796;20656:2867272,2:3708796,20656:2867272,f,7,,30,108.63810452789
2:447547;12726:148353,2:447547,12726:148353,f,7,,70,9.40039557684185
20656:2860842;12732:25641,20656:2860842,12732:25641,f,7,,30,6.04873416491674
2:3707041;10082:125384,2:3707041,10082:125384,f,5,2,70,196.996887742571
20656:2869023;11178:6031,20656:2869023,11178:6031,f,7,,40,172.175802170274
2:3708787;16593:21836,2:3708787,16593:21836,f,7,,50,81.9067163048524
2:439640;2:439522,2:439640,2:439522,f,5,2,70,549.963474284881
11178:9662;2:3709482,11178:9662,2:3709482,f,7,,50,74.935413348722
2:3708549;2:453997,2:3708549,2:453997,f,7,,50,194.527947716205
2:447467;2:447460,2:447467,2:447460,f,5,2,50,157.174371832307
20656:366605;2:452154,20656:366605,2:452154,f,7,,30,54.381182726538
2:461081;2:461064,2:461081,2:461064,f,4,2,70,182.980459047128
2:3710954;20656:366186,2:3710954,20656:366186,f,7,,30,130.077684592537
2:457730;2:457785,2:457730,2:457785,f,7,,70,235.140795243759
2:3707464;2:450358,2:3707464,2:450358,f,4,2,50,193.043780545472
10082:96624;1:200305816,10082:96624,1:200305816,f,3,2,60,49.1597084124832
20656:2824972;20656:2824976,20656:2824972,20656:2824976,f,7,,30,79.4954153702223
19317:17684;10027:767268,19317:17684,10027:767268,f,7,,30,123.540827578822
10027:775983;20656:341430,10027:775983,20656:341430,f,7,,30,5.96183545564048
2:461661;12735:2522,2:461661,12735:2522,f,7,,50,14.7734391392572
20656:4229805;2:453917,20656:4229805,2:453917,f,7,,60,299.602278566216
11178:5058;16591:14116,11178:5058,16591:14116,f,7,,50,159.85519365324
2:450733;2:450710,2:450733,2:450710,f,7,,30,66.6318334564654
2:455531;2:455573,2:455531,2:455573,f,7,,70,62.2650581611702
2:3711684;2:462448,2:3711684,2:462448,f,7,,30,90.5892220788806
20656:2869634;11178:6903,20656:2869634,11178:6903,f,7,,40,26.5843124491347
2480C1130;2:3709597,2480C1130,2:3709597,t,7,,30,100
12732:25672;12732:25680,12732:25672,12732:25680,f,7,,30,123.541350096229
19328:1071;2:462906,19328:1071,2:462906,f,7,,30,129.079996340043
2:455602;20656:2876010,2:455602,20656:2876010,f,7,,40,74.1296425592225
10017:21849;16585:29021,10017:21849,16585:29021,f,7,,50,34.9992605428227
2:3711350;2:461196,2:3711350,2:461196,f,7,,30,74.8344349615685
10017:21849;16585:29023,10017:21849,16585:29023,f,7,,50,41.5929955600442
2:453443;2:453467,2:453443,2:453467,f,7,,40,102.743430579296
2:3710726;2:458755,2:3710726,2:458755,f,5,2,70,779.155190218676
12847:7881;20656:2870462,12847:7881,20656:2870462,f,7,,40,158.065279198108
16669:27285;2:456139,16669:27285,2:456139,f,4,2,60,154.752532162882
2:438679;2:438690,2:438679,2:438690,f,7,,50,74.2457132711012
11178:1736;11178:1732,11178:1736,11178:1732,f,7,,40,72.3924828384251
2:461190;16593:48408,2:461190,16593:48408,f,7,,50,20.0691765476761
11178:9370;11178:9368,11178:9370,11178:9368,f,7,,40,35.2737038786038
2:450835;2:450893,2:450835,2:450893,f,7,,30,244.29268661361
2:455539;20656:375793,2:455539,20656:375793,f,7,,30,394.691186602228
2:3711119;2:460420,2:3711119,2:460420,f,7,,30,68.5006134939684
2480C1230;2:455500,2480C1230,2:455500,t,7,,30,100
2:453858;11154:7639,2:453858,11154:7639,f,7,,40,63.0590507002776
2:3709028;2:3708409,2:3709028,2:3708409,f,7,,40,54.7678063274991
2:456751;2:456779,2:456751,2:456779,f,7,,30,47.2131267030191
2:456738;2:456735,2:456738,2:456735,f,7,,30,81.279854115488
11178:6049;11178:6053,11178:6049,11178:6053,f,7,,40,149.648975823184
2:456445;2:456466,2:456445,2:456466,f,7,,30,106.228059146346
2:3709445;20656:2836356,2:3709445,20656:2836356,f,7,,30,98.8678585506174
12847:4539;12847:4545,12847:4539,12847:4545,f,0,2,110,771.384943394716
20656:2852116;20656:2852112,20656:2852116,20656:2852112,f,7,,40,58.0071809858579
2:461128;2:461140,2:461128,2:461140,f,4,2,70,128.718710787971
11180:1052;11180:1026,11180:1052,11180:1026,f,7,,30,328.595689898374
2:448861;2:448919,2:448861,2:448919,f,3,2,80,128.027656210081
16587:25347;20656:341910,16587:25347,20656:341910,f,7,,30,26.7634504495266
11178:6954;20656:2851153,11178:6954,20656:2851153,f,7,,50,24.2282986268789
2:460214;2:460136,2:460214,2:460136,f,7,,30,198.974876723991
2:3707379;2:451214,2:3707379,2:451214,f,7,,30,127.156602958634
16590:15363;2:3706086,16590:15363,2:3706086,f,7,,70,1208.4151001557
2:3709800;20656:341241,2:3709800,20656:341241,f,7,,30,56.7100503640147
2:3710968;2:459840,2:3710968,2:459840,f,7,,30,37.3758976042121
2:3709778;11178:8166,2:3709778,11178:8166,f,5,,50,248.426541823092
2:454849;2:3709086,2:454849,2:3709086,f,7,,30,260.448615788992
2:462421;2:462432,2:462421,2:462432,f,7,,30,163.84078032559
2:457769;2:457719,2:457769,2:457719,f,7,,70,166.844482124041
16585:29169;19307:19116,16585:29169,19307:19116,f,7,,40,16.9234664594364
2:459690;2:459786,2:459690,2:459786,f,7,,30,342.858461083478
2:456530;2:456486,2:456530,2:456486,f,7,,50,73.1118400265118
2:3708902;20656:2884040,2:3708902,20656:2884040,f,7,,30,131.441470519624
2:3710940;2:3710949,2:3710940,2:3710949,f,7,,30,78.4929260571836
2:450893;2:450898,2:450893,2:450898,f,7,,30,48.4923476539691
18931:171629;2:3711318,18931:171629,2:3711318,f,7,,70,1020.6497567559
22846:3481;11159:320528,22846:3481,11159:320528,f,4,2,70,1.37228641329097
2:463531;2:463553,2:463531,2:463553,f,4,2,70,141.411565151249
11178:5134;2:3709373,11178:5134,2:3709373,f,7,,50,8.4653425801172
10027:778197;2:3709707,10027:778197,2:3709707,f,4,2,60,101.444655871736
11177:1809;2:438827,11177:1809,2:438827,f,4,2,40,27.7900271601524
11178:8417;11178:8425,11178:8417,11178:8425,f,7,,40,39.941477064004
20656:2827760;2:460391,20656:2827760,2:460391,f,7,,30,34.7232290288565
2:451922;2:3708016,2:451922,2:3708016,f,7,,30,66.625531337548
2:460289;2:460248,2:460289,2:460248,f,7,,30,90.8492930570817
16665:9882;20656:2836958,16665:9882,20656:2836958,f,7,,40,10.8210918579537
2:460469;11180:1026,2:460469,11180:1026,f,7,,70,243.179939615175
2:459866;2:459873,2:459866,2:459873,f,7,,50,9.03076015260234
2:460241;2:460216,2:460241,2:460216,f,7,,30,75.8454280363859
2:452053;20656:2874924,2:452053,20656:2874924,f,7,,30,101.616918215447
2:3709554;2:456374,2:3709554,2:456374,f,7,,30,145.291852721703
2:456136;2:456145,2:456136,2:456145,f,7,,50,23.5579477073389
2:3711669;2:462414,2:3711669,2:462414,f,7,,30,62.2560576186305
15590:3521;2:3709846,15590:3521,2:3709846,f,7,,50,182.635999023649
11158:99517;20656:2888649,11158:99517,20656:2888649,f,7,,50,2.61064781259042
2:455475;11178:2930,2:455475,11178:2930,f,7,,30,6.76111980389832
2:455690;2:455676,2:455690,2:455676,f,7,,40,98.940486606816
2:453834;11154:7557,2:453834,11154:7557,f,7,,30,59.3876655274336
2:3707464;2:450389,2:3707464,2:450389,f,7,,70,132.446089701891
2:446603;2:446527,2:446603,2:446527,f,5,2,40,218.053539099511
2:444444;2:444452,2:444444,2:444452,f,5,2,70,33.6101913170145
2:447955;2:3707059,2:447955,2:3707059,f,5,2,70,434.170919521075
2:457053;1:200307802,2:457053,1:200307802,f,7,,40,90.1748960401549
2:3707473;2:3707539,2:3707473,2:3707539,f,5,,70,246.659847529503
15610:9441;2:3709657,15610:9441,2:3709657,f,7,,70,47.3365755477752
16591:14449;2:456798,16591:14449,2:456798,f,7,,30,112.764331963981
2:461174;2:461264,2:461174,2:461264,f,7,,30,231.448376988494
2:456082;11178:1999,2:456082,11178:1999,f,7,,40,93.476945824579
2:3710226;2:457737,2:3710226,2:457737,f,5,2,50,149.761653329447
2:452561;2:452581,2:452561,2:452581,f,4,2,70,78.6422325087747
2:456512;2:456509,2:456512,2:456509,f,7,,30,56.8477667459668
11179:309;20656:341280,11179:309,20656:341280,f,7,,30,23.6864263732482
2:3708198;2:452604,2:3708198,2:452604,f,4,2,70,123.35811435869
2:458320;2:3710508,2:458320,2:3710508,f,4,2,70,58.1476242079256
2:3709207;20656:2867270,2:3709207,20656:2867270,f,7,,30,104.54531582676
2:456223;2:456262,2:456223,2:456262,f,7,,30,231.286661642946
20656:2872140;20656:341912,20656:2872140,20656:341912,f,7,,50,6.07905930225797
10017:23411;12726:148403,10017:23411,12726:148403,f,7,,50,9.23488543527426
2:460614;2:460612,2:460614,2:460612,f,7,,30,45.5890746324977
20656:2851495;2:3708551,20656:2851495,2:3708551,f,7,,40,11.7274960673067
11178:4110;11178:4112,11178:4110,11178:4112,f,7,,40,146.511251844406
10446:122;2:462795,10446:122,2:462795,f,5,2,70,15.0447232937744
2:455270;10017:22948,2:455270,10017:22948,f,7,,40,22.0995497689361
2:456145;2:456136,2:456145,2:456136,f,7,,50,23.5579477073389
2:453693;11154:7456,2:453693,11154:7456,f,7,,30,140.864897503812
2:460280;20656:2827102,2:460280,20656:2827102,f,7,,30,23.4036279232011
2:3711655;2:462303,2:3711655,2:462303,f,7,,30,318.985253905943
10747:2017;11158:98972,10747:2017,11158:98972,f,0,1,70,37.513086402794
11178:9127;11178:9125,11178:9127,11178:9125,f,7,,50,117.18075722725
2:459710;20656:2866448,2:459710,20656:2866448,f,7,,30,92.5907004017395
16585:28796;11178:5888,16585:28796,11178:5888,f,7,,30,71.9422000012305
2480C1300;12726:148186,2480C1300,12726:148186,t,7,,30,100
2:459335;2:3710823,2:459335,2:3710823,f,7,,70,31.693003355569
1:200306602;15590:3416,1:200306602,15590:3416,f,3,2,40,74.1317540024787
10017:21019;2:460686,10017:21019,2:460686,f,7,,50,179.550402242818
2:454170;2:454182,2:454170,2:454182,f,7,,40,100.786021551655
2:456053;2:3709488,2:456053,2:3709488,f,7,,30,101.642183472445
20656:2875120;2:455376,20656:2875120,2:455376,f,7,,40,11.973980243176
2:460762;2:3711086,2:460762,2:3711086,f,4,2,70,27.1964558535597
11162:12689;11158:99042,11162:12689,11158:99042,f,7,,50,94.8277110737455
20656:2883412;2:455268,20656:2883412,2:455268,f,7,,30,229.557282662237
2:3709120;2:455430,2:3709120,2:455430,f,7,,40,71.5211420491563
2:3709116;20656:2852032,2:3709116,20656:2852032,f,7,,40,11.6594582213003
11178:6217;2:3709238,11178:6217,2:3709238,f,7,,30,32.4620919036344
12847:7410;12847:7412,12847:7410,12847:7412,f,3,2,40,87.4263467116162
12726:148611;16594:23187,12726:148611,16594:23187,f,7,,40,11.0335057692824
2:3708183;20656:342907,2:3708183,20656:342907,f,7,,30,175.853580620828
2:455469;2:455469,2:455469,2:455469,f,7,,50,379.846486924419
15590:3396;15590:3420,15590:3396,15590:3420,f,3,2,40,51.0625604938855
20656:2869083;2:3709163,20656:2869083,2:3709163,f,7,,50,92.423641422932
2480B4010;20656:2824893,2480B4010,20656:2824893,t,7,,30,100
20656:407713;20656:407711,20656:407713,20656:407711,f,7,,30,3.3449367706191
22846:661;2:457837,22846:661,2:457837,f,7,,70,825.055169030948
20656:2866450;2:3710923,20656:2866450,2:3710923,f,7,,30,6.12727459783385
2:453747;2:453843,2:453747,2:453843,f,5,2,50,51.9671908898741
2:456021;1:200403500,2:456021,1:200403500,f,4,2,80,507.3963098594
10082:146304;2:436186,10082:146304,2:436186,f,3,2,70,60.7933613165616
2:452123;2:452106,2:452123,2:452106,f,4,2,70,68.0711528678867
2:453466;20656:2874448,2:453466,20656:2874448,f,7,,40,9.58044430063276
2:446716;2:446692,2:446716,2:446692,f,4,2,40,36.6647012807421
2:460649;2:460655,2:460649,2:460655,f,7,,30,123.142146865664
2:456771;2:456738,2:456771,2:456738,f,7,,30,65.2564064975536
2:458013;2:457990,2:458013,2:457990,f,5,2,50,63.639179408561
16587:25494;2:3709109,16587:25494,2:3709109,f,7,,30,46.6044815977016
2:448514;2:448042,2:448514,2:448042,f,4,2,80,1593.11318587763
2:453271;2:453506,2:453271,2:453506,f,4,2,70,912.96174422503
11155:157771;11155:157774,11155:157771,11155:157774,f,7,,70,3025.25196849319
11178:6669;11178:6667,11178:6669,11178:6667,f,7,,50,93.7757136526421
10017:22693;10017:22683,10017:22693,10017:22683,f,7,,50,19.5828310771195
20656:2875452;2:454761,20656:2875452,2:454761,f,7,,50,23.3471431442329
2:462595;20656:2824848,2:462595,20656:2824848,f,7,,30,5.39736361485021
20656:2869640;20656:343419,20656:2869640,20656:343419,f,7,,40,10.453839343271
2:450901;20656:2824191,2:450901,20656:2824191,f,7,,30,85.3160023135804
2:448842;2:3706917,2:448842,2:3706917,f,5,2,70,85.941645342692
10087:18831;10446:298,10087:18831,10446:298,f,1,2,70,14.9638272515724
2480C1500;20656:2888498,2480C1500,20656:2888498,t,7,,30,100
2:3709705;2:456735,2:3709705,2:456735,f,7,,30,87.8519296851224
15590:3400;15590:3396,15590:3400,15590:3396,f,3,2,40,18.2151020765794
2:454935;10027:775859,2:454935,10027:775859,f,7,,30,117.278955009825
20656:2866731;10017:22946,20656:2866731,10017:22946,f,7,,40,4.31376656694739
10082:93717;1:200307500,10082:93717,1:200307500,f,0,1,90,14.0024292532381
11178:5990;2480C1250,11178:5990,2480C1250,t,7,,30,100
2:438741;10027:759347,2:438741,10027:759347,f,7,,30,55.2545552389773
2:454430;2:454767,2:454430,2:454767,f,7,,30,106.742821512799
1:200303318;2:456043,1:200303318,2:456043,f,7,,30,57.4786184506357
2:459340;2:459199,2:459340,2:459199,f,7,,70,934.173423286771
20656:2836472;2:456309,20656:2836472,2:456309,f,7,,40,33.1426034129096
10017:22942;20656:2866731,10017:22942,20656:2866731,f,7,,40,65.3632920006701
2:3709429;20656:2868891,2:3709429,20656:2868891,f,7,,50,31.5122020180933
2:455838;20656:2865050,2:455838,20656:2865050,f,7,,40,6.2986685893412
16587:25490;20656:2868449,16587:25490,20656:2868449,f,7,,30,10.4382690615896
2:3708668;2:453626,2:3708668,2:453626,f,4,2,70,141.202823492694
2:458853;2:459020,2:458853,2:459020,f,7,,30,95.8791626435798
20656:2875994;2:455759,20656:2875994,2:455759,f,7,,40,162.862341414202
2:449923;2:449747,2:449923,2:449747,f,7,,70,656.390811144534
11178:5267;2:456530,11178:5267,2:456530,f,7,,50,52.6079863900034
2:3709605;20656:2861363,2:3709605,20656:2861363,f,7,,30,8.56417310619564
20656:2836404;2:456012,20656:2836404,2:456012,f,7,,30,129.492092781205
2:3709068;20656:2883412,2:3709068,20656:2883412,f,7,,30,5.46917836592212
20656:370358;22846:755,20656:370358,22846:755,f,5,2,70,269.629472434464
2:454774;20656:2806452,2:454774,20656:2806452,f,7,,40,64.4873688182495
2:457191;2:457174,2:457191,2:457174,f,5,1,50,109.759208257551
2:454891;20656:2852064,2:454891,20656:2852064,f,7,,30,134.956235800362
2:458990;2:3710797,2:458990,2:3710797,f,7,,70,1091.65618989532
2:3708934;2:454170,2:3708934,2:454170,f,7,,30,85.2699531649706
2:3711142;2:460555,2:3711142,2:460555,f,7,,30,114.722549788688
2:3708896;2:454397,2:3708896,2:454397,f,7,,50,136.596433994448
2:446541;2:446562,2:446541,2:446562,f,7,,30,49.457001779231
2:450912;2:450870,2:450912,2:450870,f,7,,30,101.52678104682
20656:2874434;20656:2874454,20656:2874434,20656:2874454,f,7,,30,326.262645149693
2:456088;2:456077,2:456088,2:456077,f,7,,30,16.1720846206913
1:210100300;1:210100100,1:210100300,1:210100100,f,5,2,70,153.397372123311
2:457340;2:457396,2:457340,2:457396,f,4,2,70,206.70926834868
2:455285;2480C1270,2:455285,2480C1270,t,7,,30,100
2:3709339;2:455635,2:3709339,2:455635,f,7,,40,117.830569655177
2:442328;2:443151,2:442328,2:443151,f,7,,70,1024.63473081257
12726:148306;10446:201,12726:148306,10446:201,f,0,2,110,155.066518020368
2:453367;1:200300900,2:453367,1:200300900,f,0,2,80,208.402458081608
2:3708855;11178:8477,2:3708855,11178:8477,f,7,,50,128.184911837275
20656:2864759;16665:9796,20656:2864759,16665:9796,f,7,,30,180.378292897469
11163:244633;13606:804,11163:244633,13606:804,f,5,1,70,889.675851143523
2:456093;2:456140,2:456093,2:456140,f,7,,50,53.405968921016
12847:7422;2:454705,12847:7422,2:454705,f,3,2,60,92.8681034707714
2:461174;2:3711304,2:461174,2:3711304,f,7,,30,138.714295114802
11178:2841;2:3709412,11178:2841,2:3709412,f,7,,50,96.8538434567045
12727:131052;2:449236,12727:131052,2:449236,f,4,2,70,75.3286268056536
2:454788;2:454758,2:454788,2:454758,f,7,,30,98.4458199470868
2:455109;2:3708785,2:455109,2:3708785,f,7,,30,104.396773904506
2:3707279;1:210103700,2:3707279,1:210103700,f,3,2,60,47.8458892873652
2:3709128;20656:2851463,2:3709128,20656:2851463,f,7,,40,15.4454945212105
20656:359926;20656:2868769,20656:359926,20656:2868769,f,7,,40,37.0983455126244
2:3711640;2:462528,2:3711640,2:462528,f,5,,40,278.102660607468
2:455711;2:455634,2:455711,2:455634,f,5,,30,123.126727440577
2:459910;20656:2828038,2:459910,20656:2828038,f,7,,30,83.6545020611224
2:455952;20656:2836928,2:455952,20656:2836928,f,7,,30,99.9034203121466
2:448689;2:448629,2:448689,2:448629,f,7,,50,234.164361101109
2:3711121;11180:1084,2:3711121,11180:1084,f,7,,30,167.202221619736
2:3711004;20656:2827102,2:3711004,20656:2827102,f,7,,30,71.8877527435966
11178:7075;11178:7084,11178:7075,11178:7084,f,7,,40,123.656744669315
11154:13194;2:451147,11154:13194,2:451147,f,5,,40,16.4712919974701
2:461811;16593:46274,2:461811,16593:46274,f,7,,50,412.652764775382
2:449946;12734:214714,2:449946,12734:214714,f,3,2,80,236.09036863636
10027:793100;2:441938,10027:793100,2:441938,f,5,2,70,175.342494748035
2:445231;1:210100400,2:445231,1:210100400,f,5,2,50,575.01807840852
2:3708421;2:452968,2:3708421,2:452968,f,7,,50,65.6326842611352
20656:2733820;2:3708979,20656:2733820,2:3708979,f,7,,50,57.8361780217146
1:200400900;10747:2123,1:200400900,10747:2123,f,5,2,50,4.09093852376034
2:3709682;2:456714,2:3709682,2:456714,f,7,,50,296.143939623521
2:455426;2:455238,2:455426,2:455238,f,7,,30,276.07927053657
16585:29072;2:453668,16585:29072,2:453668,f,4,2,70,662.21514053525
16585:29308;20656:2874498,16585:29308,20656:2874498,f,7,,40,18.6571981813889
2:447931;2:447984,2:447931,2:447984,f,4,2,80,167.280899331222
2:450975;11154:13107,2:450975,11154:13107,f,7,,30,80.5731122707125
2:3709381;2:455727,2:3709381,2:455727,f,7,,40,163.535238704053
2:459677;20656:2866424,2:459677,20656:2866424,f,7,,30,75.681186257121
10017:21041;2:460619,10017:21041,2:460619,f,7,,50,135.298971913097
2:3708478;2:453284,2:3708478,2:453284,f,4,2,50,339.892316940236
2:453883;2:453844,2:453883,2:453844,f,4,2,70,91.1399416883097
2:454016;20656:774033,2:454016,20656:774033,f,7,,30,125.019821762954
2:3709550;2:456016,2:3709550,2:456016,f,7,,40,77.9019299547961
2:457702;2:3710178,2:457702,2:3710178,f,5,2,50,49.1563895293147
11178:6149;2:3709301,11178:6149,2:3709301,f,7,,30,57.6589304772369
11154:46438;20656:3691290,11154:46438,20656:3691290,f,7,,40,60.0663847142982
2:453780;16669:27448,2:453780,16669:27448,f,7,,50,216.239802666795
2:456372;2:3709653,2:456372,2:3709653,f,7,,50,122.061663354932
2:462252;2:462258,2:462252,2:462258,f,7,,70,112.957942779843
2:3709095;20656:2851515,2:3709095,20656:2851515,f,7,,30,9.98615686844428
16669:27421;20656:2878857,16669:27421,20656:2878857,f,7,,50,38.063565340852
2:460947;2:3711268,2:460947,2:3711268,f,4,2,70,489.697087919983
2:3708974;20656:2866723,2:3708974,20656:2866723,f,7,,50,16.761403581142
2:456118;2:456153,2:456118,2:456153,f,5,2,50,92.6093919584237
2:3708521;2:453287,2:3708521,2:453287,f,4,2,70,9.24702487265031
20656:2874906;20656:2874914,20656:2874906,20656:2874914,f,7,,30,203.531380244911
16591:14152;16585:165750,16591:14152,16585:165750,f,0,2,80,199.916440265696
20656:450503;12843:1992,20656:450503,12843:1992,f,7,,30,7.2216389416756
11178:1720;2:456235,11178:1720,2:456235,f,5,,60,149.772008007484
11180:1447;16592:21102,11180:1447,16592:21102,f,7,,50,358.324769790213
11178:6617;11178:6623,11178:6617,11178:6623,f,7,,50,24.3386505994407
12734:215023;16593:46445,12734:215023,16593:46445,f,7,,70,180.145550403352
2:453646;16585:29162,2:453646,16585:29162,f,7,,40,19.0942752149427
11178:5949;11178:5947,11178:5949,11178:5947,f,7,,30,47.7082758857236
2:448416;2:448439,2:448416,2:448439,f,7,,70,50.1193419242279
16669:27316;16669:27434,16669:27316,16669:27434,f,0,2,80,60.0045593084118
2:452351;2:452444,2:452351,2:452444,f,4,2,70,247.898953045333
11158:99410;20656:2869087,11158:99410,20656:2869087,f,7,,50,31.8765232261457
20656:2856084;2:3709868,20656:2856084,2:3709868,f,7,,40,20.0346176902255
20656:2829456;2:3709550,20656:2829456,2:3709550,f,7,,40,23.8113746461002
2:454115;2:3708894,2:454115,2:3708894,f,7,,40,242.706199291056
2:3709794;20656:341951,2:3709794,20656:341951,f,7,,50,93.7410650911683
15610:9074;20656:2851591,15610:9074,20656:2851591,f,7,,40,7.41639164272951
2480C1190;2:455742,2480C1190,2:455742,t,7,,30,100
11178:6850;11178:6854,11178:6850,11178:6854,f,7,,40,20.0909047366438
2:455141;20656:2866767,2:455141,20656:2866767,f,7,,30,158.212654847785
2:3711711;2:3711679,2:3711711,2:3711679,f,7,,30,141.321893010063
2:455469;2:455448,2:455469,2:455448,f,7,,50,12.8452519239071
1:210201800;2:3707242,1:210201800,2:3707242,f,5,2,70,55.5628273496827
20661:2490;2:3709310,20661:2490,2:3709310,f,7,,30,8.78125167648565
2:462522;20656:2825415,2:462522,20656:2825415,f,7,,30,105.984391621003
11158:99327;11158:99329,11158:99327,11158:99329,f,7,,40,49.3695105104931
2:456543;2:456559,2:456543,2:456559,f,7,,30,110.449403834168
1:210301600;11177:1788,1:210301600,11177:1788,f,4,2,40,428.719495925473
2:3709624;2:456292,2:3709624,2:456292,f,7,,30,95.7339463115583
2:448629;2:3707098,2:448629,2:3707098,f,7,,50,151.676864994786
16666:39239;20656:2829434,16666:39239,20656:2829434,f,7,,40,4.79264958019554
2:452124;20656:2874918,2:452124,20656:2874918,f,7,,30,171.885587162107
11178:6495;11178:6493,11178:6495,11178:6493,f,7,,50,130.730054775939
2:455231;2:455111,2:455231,2:455111,f,7,,30,229.835624398717
